W,L,H,Er,Cond,T,TanD
0.00524,0.000938,6.6e-05,12.0,60000000.0,5e-07,0.001
0.00126,0.000642,0.000251,14.0,60000000.0,5e-07,0.001
1.14e-05,0.000654,0.000227,13.0,60000000.0,5e-07,0.001
0.00493,0.000275,0.000247,12.0,60000000.0,5e-07,0.001
0.000228,0.000565,0.000228,11.5,60000000.0,5e-07,0.001
5e-06,0.000547,0.000199,13.5,60000000.0,5e-07,0.001
0.0123,0.000242,0.000195,11.5,60000000.0,5e-07,0.001
3e-06,0.000622,9.5e-05,12.5,60000000.0,5e-07,0.001
0.00856,0.000284,0.000215,9.0,60000000.0,5e-07,0.001
4.72e-06,0.000986,0.000298,11.0,60000000.0,5e-07,0.001
0.0054,0.000934,6.8e-05,13.0,60000000.0,5e-07,0.001
0.000631,0.000581,0.000126,13.5,60000000.0,5e-07,0.001
0.000236,0.000698,9.4e-05,10.0,60000000.0,5e-07,0.001
0.00054,0.000652,0.000215,12.0,60000000.0,5e-07,0.001
5.4e-05,0.000325,0.000215,9.0,60000000.0,5e-07,0.001
0.00117,0.000687,7.4e-05,12.5,60000000.0,5e-07,0.001
2.59e-05,0.000428,0.000206,12.0,60000000.0,5e-07,0.001
7.56e-06,0.000103,0.000239,9.0,60000000.0,5e-07,0.001
4.67e-05,0.000561,7.4e-05,14.0,60000000.0,5e-07,0.001
0.000169,0.000106,0.000169,10.0,60000000.0,5e-07,0.001
1.56e-05,0.000766,6.2e-05,11.0,60000000.0,5e-07,0.001
0.00808,0.000275,0.000128,10.0,60000000.0,5e-07,0.001
5.16e-06,0.000613,6.5e-05,11.5,60000000.0,5e-07,0.001
1.56e-05,0.000809,0.000196,12.5,60000000.0,5e-07,0.001
0.00804,0.000626,0.000202,9.0,60000000.0,5e-07,0.001
0.00234,2e-05,0.000234,10.5,60000000.0,5e-07,0.001
0.000366,0.000313,0.000231,13.0,60000000.0,5e-07,0.001
0.0135,0.000887,0.00027,10.5,60000000.0,5e-07,0.001
0.000293,0.000132,0.000293,13.0,60000000.0,5e-07,0.001
1.69e-05,0.00071,0.000213,12.5,60000000.0,5e-07,0.001
1.1e-05,0.000949,0.000277,9.5,60000000.0,5e-07,0.001
0.000126,0.000727,0.000159,13.5,60000000.0,5e-07,0.001
1.93e-06,0.000208,0.000193,13.0,60000000.0,5e-07,0.001
5.26e-05,0.000759,0.000105,9.0,60000000.0,5e-07,0.001
1.19e-06,0.000549,7.5e-05,9.0,60000000.0,5e-07,0.001
1e-05,0.000995,0.000126,14.0,60000000.0,5e-07,0.001
0.000258,0.000177,0.000258,12.5,60000000.0,5e-07,0.001
6.13e-05,0.00067,0.000244,13.5,60000000.0,5e-07,0.001
0.000165,0.000177,0.000208,11.0,60000000.0,5e-07,0.001
0.000959,0.000375,0.000152,12.0,60000000.0,5e-07,0.001
2.27e-06,0.000296,0.000143,13.0,60000000.0,5e-07,0.001
5.06e-06,0.000579,0.000101,10.0,60000000.0,5e-07,0.001
0.0194,0.000532,0.000194,12.0,60000000.0,5e-07,0.001
0.00466,0.000625,0.000294,13.5,60000000.0,5e-07,0.001
3.68e-06,0.000553,0.000232,12.5,60000000.0,5e-07,0.001
0.000417,0.000345,0.000209,10.0,60000000.0,5e-07,0.001
0.000161,3.3e-05,0.000203,12.0,60000000.0,5e-07,0.001
0.00476,0.000188,9.5e-05,12.5,60000000.0,5e-07,0.001
0.000438,7.7e-05,0.00011,9.0,60000000.0,5e-07,0.001
0.000153,0.000666,6.1e-05,9.0,60000000.0,5e-07,0.001
0.000102,0.000185,0.000257,9.0,60000000.0,5e-07,0.001
0.0012,0.000497,6e-05,12.5,60000000.0,5e-07,0.001
2.5e-05,0.000201,0.00025,12.0,60000000.0,5e-07,0.001
0.000605,0.000565,0.000152,12.0,60000000.0,5e-07,0.001
0.000243,0.000415,0.000243,10.5,60000000.0,5e-07,0.001
1.29e-05,0.000417,0.000205,9.5,60000000.0,5e-07,0.001
0.00361,0.000182,0.000181,11.0,60000000.0,5e-07,0.001
0.00625,0.000598,0.000157,12.5,60000000.0,5e-07,0.001
4.31e-06,0.00036,8.6e-05,12.0,60000000.0,5e-07,0.001
0.00186,0.000537,0.000148,13.0,60000000.0,5e-07,0.001
2.22e-06,0.000314,0.000176,10.5,60000000.0,5e-07,0.001
0.00808,6.3e-05,0.000128,9.0,60000000.0,5e-07,0.001
3.4e-05,0.000705,0.00027,10.5,60000000.0,5e-07,0.001
0.0113,0.000518,0.000113,9.0,60000000.0,5e-07,0.001
2.46e-06,0.000396,9.8e-05,11.0,60000000.0,5e-07,0.001
1.41e-05,0.000825,0.000281,11.0,60000000.0,5e-07,0.001
7.8e-06,0.000254,7.8e-05,10.5,60000000.0,5e-07,0.001
0.0131,0.000319,0.000261,13.0,60000000.0,5e-07,0.001
0.000193,0.000528,7.7e-05,12.5,60000000.0,5e-07,0.001
1.6e-05,0.000832,0.000254,11.0,60000000.0,5e-07,0.001
0.000276,0.000308,5.5e-05,13.0,60000000.0,5e-07,0.001
0.00024,0.000335,0.000191,9.5,60000000.0,5e-07,0.001
0.00434,0.000241,0.000109,10.0,60000000.0,5e-07,0.001
7.57e-06,0.000383,0.000151,12.5,60000000.0,5e-07,0.001
0.000639,0.000556,0.000202,10.5,60000000.0,5e-07,0.001
1.14e-05,0.000264,0.000181,9.5,60000000.0,5e-07,0.001
0.00208,0.000102,0.000165,12.5,60000000.0,5e-07,0.001
2.08e-05,0.000861,0.000208,13.5,60000000.0,5e-07,0.001
1.53e-06,0.000997,6.1e-05,10.5,60000000.0,5e-07,0.001
0.000691,0.000403,8.7e-05,13.0,60000000.0,5e-07,0.001
0.00306,0.000613,0.000243,13.5,60000000.0,5e-07,0.001
7.1e-07,0.000661,7.1e-05,11.0,60000000.0,5e-07,0.001
0.000116,3.4e-05,0.000184,13.5,60000000.0,5e-07,0.001
0.000142,0.000398,0.000179,13.5,60000000.0,5e-07,0.001
4.96e-06,8.1e-05,9.9e-05,13.0,60000000.0,5e-07,0.001
2.25e-05,0.000242,0.000283,12.0,60000000.0,5e-07,0.001
3.73e-06,0.000737,0.000187,12.5,60000000.0,5e-07,0.001
0.000842,5.5e-05,0.000106,11.0,60000000.0,5e-07,0.001
3.54e-06,0.000446,0.000112,12.0,60000000.0,5e-07,0.001
2.72e-05,0.000415,0.000216,9.5,60000000.0,5e-07,0.001
0.00597,0.00061,0.00015,11.5,60000000.0,5e-07,0.001
5.77e-05,0.000495,0.000289,10.5,60000000.0,5e-07,0.001
0.000856,0.00082,6.8e-05,11.5,60000000.0,5e-07,0.001
0.00649,0.000109,0.000163,10.5,60000000.0,5e-07,0.001
0.0011,0.00021,0.000174,10.5,60000000.0,5e-07,0.001
0.0137,0.000516,0.000173,14.0,60000000.0,5e-07,0.001
1.28e-05,0.000327,0.000256,10.5,60000000.0,5e-07,0.001
0.0109,0.000355,0.000273,12.0,60000000.0,5e-07,0.001
8.58e-05,0.000223,0.000108,9.0,60000000.0,5e-07,0.001
4.75e-05,0.000325,0.000189,12.5,60000000.0,5e-07,0.001
0.000107,0.000127,8.5e-05,10.0,60000000.0,5e-07,0.001
4.14e-06,0.000805,0.000165,14.0,60000000.0,5e-07,0.001
0.00734,0.000622,0.000232,9.0,60000000.0,5e-07,0.001
0.000127,0.000809,0.000253,9.0,60000000.0,5e-07,0.001
6.25e-05,0.000275,0.000249,12.5,60000000.0,5e-07,0.001
1.01e-06,0.000774,0.000101,10.0,60000000.0,5e-07,0.001
0.0082,0.000989,8.2e-05,11.0,60000000.0,5e-07,0.001
3.11e-05,0.000648,0.000196,13.0,60000000.0,5e-07,0.001
0.00107,0.000177,8.5e-05,10.0,60000000.0,5e-07,0.001
0.000325,0.000361,0.000205,12.0,60000000.0,5e-07,0.001
2.19e-06,0.000827,0.000219,9.0,60000000.0,5e-07,0.001
0.0247,0.000886,0.000247,9.5,60000000.0,5e-07,0.001
0.00421,0.00044,8.4e-05,10.5,60000000.0,5e-07,0.001
0.00212,0.000442,0.000267,10.5,60000000.0,5e-07,0.001
0.00194,0.000692,9.7e-05,14.0,60000000.0,5e-07,0.001
3.67e-05,5e-05,0.000184,14.0,60000000.0,5e-07,0.001
2.61e-05,0.000134,0.000104,12.0,60000000.0,5e-07,0.001
0.00386,0.000381,7.7e-05,10.5,60000000.0,5e-07,0.001
0.018,0.000462,0.000227,9.5,60000000.0,5e-07,0.001
0.000147,0.000829,0.000233,11.0,60000000.0,5e-07,0.001
0.000605,0.000484,0.000152,11.5,60000000.0,5e-07,0.001
3.49e-05,4.1e-05,0.00022,14.0,60000000.0,5e-07,0.001
6.5e-05,0.000733,6.5e-05,13.0,60000000.0,5e-07,0.001
0.000133,0.00043,0.000265,12.0,60000000.0,5e-07,0.001
0.00334,0.00037,0.000265,10.0,60000000.0,5e-07,0.001
0.0106,0.000796,0.000211,9.0,60000000.0,5e-07,0.001
0.00917,0.00082,0.000183,9.5,60000000.0,5e-07,0.001
3.37e-06,0.000145,0.000134,11.0,60000000.0,5e-07,0.001
0.00198,0.000276,7.9e-05,10.5,60000000.0,5e-07,0.001
0.000723,0.00043,9.1e-05,9.0,60000000.0,5e-07,0.001
0.00317,0.000365,0.000159,10.5,60000000.0,5e-07,0.001
0.00176,0.000988,0.000176,13.5,60000000.0,5e-07,0.001
3.04e-05,0.000644,0.000121,12.0,60000000.0,5e-07,0.001
0.00291,0.00071,0.000291,11.5,60000000.0,5e-07,0.001
0.00285,0.00022,0.000143,9.0,60000000.0,5e-07,0.001
0.000571,0.000122,0.000286,12.5,60000000.0,5e-07,0.001
0.00556,0.000878,7e-05,10.0,60000000.0,5e-07,0.001
4.69e-05,0.000244,5.9e-05,13.5,60000000.0,5e-07,0.001
0.00159,0.000317,0.0002,10.0,60000000.0,5e-07,0.001
4.01e-06,0.000934,0.000253,11.5,60000000.0,5e-07,0.001
0.00176,0.000581,0.000111,10.5,60000000.0,5e-07,0.001
2.4e-06,0.000552,0.00024,13.5,60000000.0,5e-07,0.001
0.000256,0.000338,8.1e-05,14.0,60000000.0,5e-07,0.001
9.3e-05,0.00068,9.3e-05,12.0,60000000.0,5e-07,0.001
9.42e-06,0.000699,0.000188,10.5,60000000.0,5e-07,0.001
5.15e-06,0.000707,0.000163,9.5,60000000.0,5e-07,0.001
0.00054,3.8e-05,0.000215,13.0,60000000.0,5e-07,0.001
2.02e-05,0.000178,0.000101,10.5,60000000.0,5e-07,0.001
0.0172,0.000978,0.000217,12.0,60000000.0,5e-07,0.001
0.0058,0.000804,0.000231,10.5,60000000.0,5e-07,0.001
1.21e-05,0.000709,9.6e-05,14.0,60000000.0,5e-07,0.001
3.95e-05,0.000259,0.000249,9.5,60000000.0,5e-07,0.001
0.00189,0.000551,0.000189,10.5,60000000.0,5e-07,0.001
0.00559,0.000692,0.00028,12.0,60000000.0,5e-07,0.001
0.000119,0.000153,0.000237,13.5,60000000.0,5e-07,0.001
0.000548,0.00067,0.000218,11.5,60000000.0,5e-07,0.001
0.000102,0.000113,0.000256,14.0,60000000.0,5e-07,0.001
0.000322,0.000778,8.1e-05,13.5,60000000.0,5e-07,0.001
0.000501,0.000133,0.000251,9.5,60000000.0,5e-07,0.001
8.72e-06,0.000527,5.5e-05,11.5,60000000.0,5e-07,0.001
3.05e-05,0.000873,0.000153,9.0,60000000.0,5e-07,0.001
0.000462,1.6e-05,0.000184,12.0,60000000.0,5e-07,0.001
3.05e-06,1.1e-05,0.000242,14.0,60000000.0,5e-07,0.001
0.00631,0.000298,0.000126,12.0,60000000.0,5e-07,0.001
2.81e-05,0.000366,0.000281,9.5,60000000.0,5e-07,0.001
0.019,0.000105,0.00019,10.0,60000000.0,5e-07,0.001
0.0007,0.00074,0.000111,11.0,60000000.0,5e-07,0.001
2.61e-05,3.6e-05,0.000207,9.0,60000000.0,5e-07,0.001
8.44e-06,0.000672,0.000267,10.5,60000000.0,5e-07,0.001
2.23e-05,0.000332,0.000177,12.5,60000000.0,5e-07,0.001
0.00617,0.000276,0.000195,12.5,60000000.0,5e-07,0.001
0.00016,0.000453,0.000201,11.0,60000000.0,5e-07,0.001
8.94e-07,0.000341,7.1e-05,13.5,60000000.0,5e-07,0.001
0.00292,0.000699,0.000184,11.5,60000000.0,5e-07,0.001
0.000218,0.000815,0.000274,13.5,60000000.0,5e-07,0.001
3.9e-05,0.000519,0.000246,13.0,60000000.0,5e-07,0.001
8.1e-06,0.000523,8.1e-05,9.5,60000000.0,5e-07,0.001
2.1e-05,0.000161,0.000167,11.5,60000000.0,5e-07,0.001
0.00493,9e-06,0.000247,9.0,60000000.0,5e-07,0.001
0.000247,0.000699,0.000247,10.5,60000000.0,5e-07,0.001
1.72e-05,0.000287,0.000216,12.0,60000000.0,5e-07,0.001
0.00259,0.000784,0.000206,11.5,60000000.0,5e-07,0.001
0.00187,0.000185,0.000235,13.5,60000000.0,5e-07,0.001
0.00132,2.1e-05,0.000263,9.0,60000000.0,5e-07,0.001
1.4e-06,0.000992,0.000111,11.5,60000000.0,5e-07,0.001
6.69e-06,0.000406,0.000168,9.0,60000000.0,5e-07,0.001
5.97e-06,5.4e-05,0.00015,11.5,60000000.0,5e-07,0.001
1.71e-06,0.000142,6.8e-05,11.0,60000000.0,5e-07,0.001
1.36e-06,5e-05,0.000108,12.0,60000000.0,5e-07,0.001
0.0073,0.000201,0.000231,11.0,60000000.0,5e-07,0.001
0.00297,0.000686,0.000149,11.0,60000000.0,5e-07,0.001
8.62e-06,2.5e-05,0.000172,10.5,60000000.0,5e-07,0.001
0.000111,0.000264,7e-05,10.5,60000000.0,5e-07,0.001
4.13e-05,0.000118,0.000207,12.5,60000000.0,5e-07,0.001
0.00157,0.00011,0.000157,9.0,60000000.0,5e-07,0.001
0.0017,0.000728,0.00017,10.0,60000000.0,5e-07,0.001
1.61e-06,0.000524,6.4e-05,13.0,60000000.0,5e-07,0.001
0.00011,0.000465,0.000175,12.5,60000000.0,5e-07,0.001
8.6e-05,0.000963,0.000272,11.5,60000000.0,5e-07,0.001
3.42e-06,0.000412,8.6e-05,9.0,60000000.0,5e-07,0.001
4.37e-05,0.000692,5.5e-05,11.5,60000000.0,5e-07,0.001
7.37e-06,0.000365,0.000233,11.5,60000000.0,5e-07,0.001
0.000687,8.5e-05,0.000137,11.0,60000000.0,5e-07,0.001
0.000365,0.00091,0.000183,11.5,60000000.0,5e-07,0.001
6.51e-05,0.000915,8.2e-05,12.0,60000000.0,5e-07,0.001
2.54e-06,3.4e-05,0.000254,11.0,60000000.0,5e-07,0.001
0.000293,0.000972,0.000233,11.5,60000000.0,5e-07,0.001
8.7e-06,0.000916,0.000275,9.5,60000000.0,5e-07,0.001
0.00527,0.000385,0.000264,13.0,60000000.0,5e-07,0.001
0.00363,0.000695,0.000182,10.0,60000000.0,5e-07,0.001
7.92e-05,0.000468,0.000158,12.0,60000000.0,5e-07,0.001
0.000509,5e-05,0.000255,11.0,60000000.0,5e-07,0.001
0.000144,0.000173,9.1e-05,11.5,60000000.0,5e-07,0.001
0.000329,0.0001,0.000165,11.5,60000000.0,5e-07,0.001
8.41e-05,0.000155,0.000266,10.0,60000000.0,5e-07,0.001
3.19e-05,0.000924,0.000253,13.0,60000000.0,5e-07,0.001
0.000251,0.000537,0.000126,13.5,60000000.0,5e-07,0.001
5.93e-06,0.000877,0.000149,11.5,60000000.0,5e-07,0.001
0.00427,0.000116,0.00017,13.0,60000000.0,5e-07,0.001
0.000213,0.000155,0.000268,9.0,60000000.0,5e-07,0.001
0.00256,0.000878,5.1e-05,10.5,60000000.0,5e-07,0.001
0.000107,0.000288,0.000268,12.0,60000000.0,5e-07,0.001
0.000173,0.000267,0.000173,12.5,60000000.0,5e-07,0.001
0.00311,0.000617,0.000196,13.5,60000000.0,5e-07,0.001
1.6e-05,0.000796,0.000127,10.0,60000000.0,5e-07,0.001
1.18e-05,0.000647,5.9e-05,11.5,60000000.0,5e-07,0.001
0.00124,0.000259,0.000197,12.0,60000000.0,5e-07,0.001
1.45e-05,0.000815,0.000289,11.0,60000000.0,5e-07,0.001
0.0017,0.000426,0.000135,9.5,60000000.0,5e-07,0.001
6.2e-06,0.00032,6.2e-05,9.0,60000000.0,5e-07,0.001
0.000225,0.00044,0.000283,13.5,60000000.0,5e-07,0.001
0.00745,0.000163,0.000118,11.0,60000000.0,5e-07,0.001
0.000414,0.000515,0.000165,9.5,60000000.0,5e-07,0.001
1.15e-05,0.000982,0.000183,12.5,60000000.0,5e-07,0.001
2.74e-05,0.000675,0.000173,9.5,60000000.0,5e-07,0.001
0.00213,0.000266,0.000169,10.5,60000000.0,5e-07,0.001
0.0111,0.00019,0.00014,11.0,60000000.0,5e-07,0.001
6.67e-06,0.000813,5.3e-05,11.0,60000000.0,5e-07,0.001
0.0013,0.000628,0.00013,11.0,60000000.0,5e-07,0.001
1.96e-05,0.000191,6.2e-05,10.0,60000000.0,5e-07,0.001
0.000179,0.000422,0.000284,10.0,60000000.0,5e-07,0.001
0.0105,0.00045,0.000166,12.5,60000000.0,5e-07,0.001
0.0216,0.000168,0.000216,13.5,60000000.0,5e-07,0.001
2.21e-05,0.000828,0.000278,11.0,60000000.0,5e-07,0.001
0.000114,0.000128,0.000143,12.5,60000000.0,5e-07,0.001
9.28e-05,0.000132,0.000147,12.0,60000000.0,5e-07,0.001
0.00078,0.000362,0.000196,13.5,60000000.0,5e-07,0.001
6.96e-06,0.000279,0.00022,12.0,60000000.0,5e-07,0.001
0.000666,0.000248,0.000265,12.0,60000000.0,5e-07,0.001
0.000701,0.000559,0.000176,14.0,60000000.0,5e-07,0.001
3.3e-05,0.000766,8.3e-05,13.0,60000000.0,5e-07,0.001
1.58e-06,0.000632,0.000158,9.5,60000000.0,5e-07,0.001
0.0041,0.000222,0.000103,10.5,60000000.0,5e-07,0.001
1.38e-06,0.000478,0.000138,13.0,60000000.0,5e-07,0.001
0.00723,0.000457,9.1e-05,13.0,60000000.0,5e-07,0.001
7.23e-05,4.4e-05,0.000288,14.0,60000000.0,5e-07,0.001
0.00172,0.000607,0.000272,13.0,60000000.0,5e-07,0.001
1.15e-05,0.000853,0.000183,12.0,60000000.0,5e-07,0.001
0.00198,0.000189,9.9e-05,14.0,60000000.0,5e-07,0.001
1.57e-05,0.000355,9.9e-05,11.5,60000000.0,5e-07,0.001
3.47e-05,0.000867,0.000174,9.0,60000000.0,5e-07,0.001
2.92e-05,0.000652,0.000232,13.0,60000000.0,5e-07,0.001
2.81e-06,9.9e-05,5.6e-05,13.0,60000000.0,5e-07,0.001
0.0131,0.000986,0.000261,10.5,60000000.0,5e-07,0.001
1.85e-05,0.000988,0.000117,12.5,60000000.0,5e-07,0.001
0.000162,0.000333,0.000204,14.0,60000000.0,5e-07,0.001
6.29e-05,0.00021,5e-05,13.0,60000000.0,5e-07,0.001
0.0143,0.000958,0.000285,13.0,60000000.0,5e-07,0.001
0.000214,0.000635,0.000214,9.0,60000000.0,5e-07,0.001
8.72e-06,2.8e-05,5.5e-05,14.0,60000000.0,5e-07,0.001
0.00225,0.000988,0.000283,11.0,60000000.0,5e-07,0.001
8.76e-06,0.000486,0.000277,12.5,60000000.0,5e-07,0.001
0.00131,0.000883,0.000207,12.0,60000000.0,5e-07,0.001
6.04e-06,0.000129,0.000191,13.5,60000000.0,5e-07,0.001
9.51e-06,6.4e-05,0.000239,11.0,60000000.0,5e-07,0.001
1.4e-05,0.000138,0.00028,9.0,60000000.0,5e-07,0.001
0.00153,0.000743,0.000243,11.5,60000000.0,5e-07,0.001
2.37e-05,0.000496,0.000298,11.5,60000000.0,5e-07,0.001
0.00762,0.000554,0.000241,13.0,60000000.0,5e-07,0.001
1.47e-05,0.000573,0.000147,10.5,60000000.0,5e-07,0.001
0.000297,0.000877,0.000236,9.0,60000000.0,5e-07,0.001
1.89e-06,0.000452,0.000189,13.0,60000000.0,5e-07,0.001
3.1e-06,0.000757,9.8e-05,10.5,60000000.0,5e-07,0.001
1.79e-05,0.000248,0.000113,10.5,60000000.0,5e-07,0.001
2.27e-05,0.000836,0.000227,11.0,60000000.0,5e-07,0.001
1.13e-06,0.00066,7.1e-05,12.5,60000000.0,5e-07,0.001
0.00183,0.000994,5.8e-05,10.5,60000000.0,5e-07,0.001
2.84e-06,0.000452,0.000284,11.0,60000000.0,5e-07,0.001
0.00544,0.000221,0.000172,10.5,60000000.0,5e-07,0.001
7.42e-06,0.000896,0.000148,11.0,60000000.0,5e-07,0.001
0.00461,0.000698,5.8e-05,11.0,60000000.0,5e-07,0.001
3.87e-06,0.0004,0.000194,9.0,60000000.0,5e-07,0.001
0.000155,0.000257,9.8e-05,11.5,60000000.0,5e-07,0.001
0.00553,0.000578,0.000139,9.0,60000000.0,5e-07,0.001
0.000721,0.000642,0.000287,12.5,60000000.0,5e-07,0.001
0.00784,0.000186,0.000248,10.0,60000000.0,5e-07,0.001
0.00311,0.000272,0.000124,9.5,60000000.0,5e-07,0.001
0.00368,0.000175,0.000292,13.0,60000000.0,5e-07,0.001
0.000477,0.000494,0.00019,9.0,60000000.0,5e-07,0.001
0.000131,0.000965,0.000104,9.5,60000000.0,5e-07,0.001
0.000827,9.8e-05,0.000131,12.5,60000000.0,5e-07,0.001
0.0065,0.000539,0.000103,13.5,60000000.0,5e-07,0.001
0.00341,0.000442,0.000171,12.0,60000000.0,5e-07,0.001
0.000461,0.000236,5.8e-05,11.5,60000000.0,5e-07,0.001
0.000461,0.000978,5.8e-05,10.0,60000000.0,5e-07,0.001
2.71e-06,3.7e-05,0.000136,13.0,60000000.0,5e-07,0.001
4.93e-05,3.7e-05,0.000156,9.5,60000000.0,5e-07,0.001
1.88e-05,1.9e-05,0.000298,12.5,60000000.0,5e-07,0.001
0.021,0.000603,0.00021,12.0,60000000.0,5e-07,0.001
3.35e-06,0.000119,0.000266,9.5,60000000.0,5e-07,0.001
6.81e-05,0.000976,0.000108,12.0,60000000.0,5e-07,0.001
0.00604,0.000303,0.000191,13.0,60000000.0,5e-07,0.001
0.00424,0.000749,0.000134,10.5,60000000.0,5e-07,0.001
4.74e-05,0.00077,0.00015,12.5,60000000.0,5e-07,0.001
0.0223,0.000267,0.000281,13.0,60000000.0,5e-07,0.001
0.00247,0.000825,0.000124,13.5,60000000.0,5e-07,0.001
0.00202,0.000578,0.000254,9.5,60000000.0,5e-07,0.001
1.1e-06,0.000562,8.7e-05,12.0,60000000.0,5e-07,0.001
1.06e-05,0.00056,0.000267,9.5,60000000.0,5e-07,0.001
0.000117,0.000899,0.000233,12.5,60000000.0,5e-07,0.001
0.00155,0.000657,0.000246,10.0,60000000.0,5e-07,0.001
3.59e-06,0.000891,0.000285,9.5,60000000.0,5e-07,0.001
0.000471,0.000442,9.4e-05,11.5,60000000.0,5e-07,0.001
2.5e-06,3e-05,7.9e-05,9.0,60000000.0,5e-07,0.001
1.09e-05,0.000413,0.000217,9.5,60000000.0,5e-07,0.001
0.00351,0.000553,7e-05,13.0,60000000.0,5e-07,0.001
0.00322,0.000345,8.1e-05,10.5,60000000.0,5e-07,0.001
8.18e-06,0.00032,0.000103,12.5,60000000.0,5e-07,0.001
0.00403,9.8e-05,0.000202,12.5,60000000.0,5e-07,0.001
0.0112,0.000794,0.000282,9.5,60000000.0,5e-07,0.001
0.00251,0.000743,6.3e-05,11.5,60000000.0,5e-07,0.001
0.00291,0.000397,7.3e-05,13.5,60000000.0,5e-07,0.001
0.000268,0.000701,0.000213,12.0,60000000.0,5e-07,0.001
0.0153,0.000819,0.000243,9.5,60000000.0,5e-07,0.001
4.57e-06,0.000189,0.000182,11.0,60000000.0,5e-07,0.001
0.00214,0.000759,0.000214,12.0,60000000.0,5e-07,0.001
5.3e-06,8.7e-05,8.4e-05,10.0,60000000.0,5e-07,0.001
0.000144,0.000193,0.000181,12.0,60000000.0,5e-07,0.001
0.00163,0.0001,0.000163,9.5,60000000.0,5e-07,0.001
0.000241,0.00021,0.000121,9.0,60000000.0,5e-07,0.001
0.000125,0.000711,0.000157,11.0,60000000.0,5e-07,0.001
0.00378,0.000806,9.5e-05,10.5,60000000.0,5e-07,0.001
0.00116,5.7e-05,5.8e-05,11.0,60000000.0,5e-07,0.001
0.00225,0.000456,0.000225,10.5,60000000.0,5e-07,0.001
1.16e-06,0.00089,7.3e-05,10.5,60000000.0,5e-07,0.001
0.000445,0.000297,0.000223,9.5,60000000.0,5e-07,0.001
5.77e-06,4.7e-05,0.000289,13.5,60000000.0,5e-07,0.001
0.0121,0.000661,0.000121,13.5,60000000.0,5e-07,0.001
8.19e-06,2.4e-05,0.000259,13.5,60000000.0,5e-07,0.001
1.26e-05,0.000902,0.000158,12.5,60000000.0,5e-07,0.001
0.000364,0.000485,0.000145,11.0,60000000.0,5e-07,0.001
0.018,9e-05,0.000286,13.0,60000000.0,5e-07,0.001
0.000274,0.000886,0.000218,13.5,60000000.0,5e-07,0.001
0.00247,0.000836,7.8e-05,11.5,60000000.0,5e-07,0.001
3.6e-06,5.5e-05,0.000227,12.0,60000000.0,5e-07,0.001
0.0097,0.000976,9.7e-05,13.0,60000000.0,5e-07,0.001
0.000145,0.000451,0.000289,10.0,60000000.0,5e-07,0.001
3.71e-06,8.2e-05,0.000186,10.0,60000000.0,5e-07,0.001
1.28e-06,0.000476,5.1e-05,11.5,60000000.0,5e-07,0.001
0.000472,0.000616,0.000298,11.0,60000000.0,5e-07,0.001
2.34e-05,0.000291,7.4e-05,10.5,60000000.0,5e-07,0.001
0.000772,0.000647,0.000154,9.0,60000000.0,5e-07,0.001
1.67e-05,0.000255,0.00021,9.5,60000000.0,5e-07,0.001
1.19e-06,0.00059,7.5e-05,11.5,60000000.0,5e-07,0.001
2.51e-06,0.000863,5e-05,9.0,60000000.0,5e-07,0.001
2.07e-06,0.000907,0.000207,13.5,60000000.0,5e-07,0.001
0.00613,0.000875,0.000194,9.0,60000000.0,5e-07,0.001
0.00475,0.000706,0.000189,10.0,60000000.0,5e-07,0.001
7.3e-07,0.000685,7.3e-05,9.5,60000000.0,5e-07,0.001
6.81e-06,0.000801,0.000271,12.0,60000000.0,5e-07,0.001
0.000141,0.000561,0.000112,12.5,60000000.0,5e-07,0.001
0.00112,0.000279,0.000178,13.0,60000000.0,5e-07,0.001
0.00202,0.00096,6.4e-05,13.5,60000000.0,5e-07,0.001
7.16e-06,5.6e-05,0.000285,11.5,60000000.0,5e-07,0.001
0.000171,0.000241,0.000171,11.5,60000000.0,5e-07,0.001
6.96e-05,0.000709,0.000277,10.0,60000000.0,5e-07,0.001
0.000128,0.000955,0.000256,11.5,60000000.0,5e-07,0.001
0.000158,0.000884,0.000251,14.0,60000000.0,5e-07,0.001
0.0182,0.000488,0.000229,10.5,60000000.0,5e-07,0.001
0.00172,0.000212,0.000272,9.5,60000000.0,5e-07,0.001
1.91e-05,8e-06,0.000152,12.5,60000000.0,5e-07,0.001
0.00326,0.000286,0.000206,11.0,60000000.0,5e-07,0.001
0.00041,0.000942,0.000259,14.0,60000000.0,5e-07,0.001
0.000143,0.000422,0.000143,11.0,60000000.0,5e-07,0.001
0.00217,0.000513,0.000217,9.0,60000000.0,5e-07,0.001
0.0057,8.5e-05,0.000227,13.0,60000000.0,5e-07,0.001
0.000347,0.00078,0.000138,13.5,60000000.0,5e-07,0.001
0.00109,0.000604,0.000172,11.0,60000000.0,5e-07,0.001
0.00396,0.000246,7.9e-05,13.5,60000000.0,5e-07,0.001
2.82e-06,0.000955,0.000178,11.0,60000000.0,5e-07,0.001
0.000214,0.000185,0.000214,10.5,60000000.0,5e-07,0.001
3.41e-05,0.000386,5.4e-05,9.0,60000000.0,5e-07,0.001
0.00556,0.000296,0.000111,9.5,60000000.0,5e-07,0.001
0.000287,0.000758,7.2e-05,13.5,60000000.0,5e-07,0.001
